ejercicio_presupuestario,trimestre,finalidad_id,finalidad_desc,funcion_id,funcion_desc,jurisdiccion_id,jurisdiccion_desc,subjurisdiccion_id,subjurisdiccion_desc,servicio_id,servicio_desc,programa_id,programa_desc,subprograma_id,subprograma_desc,tipo_medicion_fisica,medicion_fisica_id,medicion_fisica_desc,unidad_medida_id,unidad_medida_desc,totalizador_avance_fisico,programacion_inicial_DA,programacion_inicial_ajustada,programacion_anual_vig_trim4,programacion_trim4,programacion_acumulada_trim4,ejecutado_vigente_trim4,ejecutado_acumulado_trim4,porc_desvio_acum_trim4,causa_desvio,causa_desvio_detalle,causa_desvio_comentario,ultima_actualizacion_fecha
2023,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,312,Honorable Senado de la Nación Argentina,16,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,Indicador,359,Porcentaje de bancas ocupadas por mujeres en la Cámara de Senadores del Congreso Nacional (ODS 5.5.2 - PPG),1187,Porcentaje,Suma: el total es la suma de las cantidades,,,43,43,43,43,43,"0,00",La Mejora se Mantendrá,La Mejora se Mantendrá,Mayor cantidad de Senadoras,Última actualización del ejercicio 2023: 30 Junio 2024.
2023,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,313,Honorable Cámara de Diputados de la Nación Argentina,17,Formacion y Sancion Legislativa,0,Formacion y Sancion Legislativa,Indicador,375,Porcentaje de bancas ocupadas por mujeres en la Cámara de diputados del Congreso Nacional (ODS 5.5.1 -PPG),1187,Porcentaje,Promedio: el total es la suma de las cantidades dividido el número de cantidades,44,41,44,44,44,42,43,"-2,27",Otras causas,Otras causas,CAMBIOS INSTITUCIONALES,Última actualización del ejercicio 2023: 30 Junio 2024.
2023,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,313,Honorable Cámara de Diputados de la Nación Argentina,48,Administracion del Edificio del Molino,0,Administracion del Edificio del Molino,Indicador,589,Visitantes al Edificio del Molino Producto de la Difusión del Patrimonio Histórico y Cultural,1321,Visitante,Suma: el total es la suma de las cantidades,,,16300,16300,16300,9500,9500,"-41,72",Otras causas,Otras causas,CAMBIOS INSTITUCIONALES,Última actualización del ejercicio 2023: 30 Junio 2024.
2023,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,313,Honorable Cámara de Diputados de la Nación Argentina,48,Administracion del Edificio del Molino,0,Administracion del Edificio del Molino,Indicador,590,Visitantes a Eventos Especiales Realizados en el Edificio del Molino,1321,Visitante,Suma: el total es la suma de las cantidades,,,3700,3700,3700,500,500,"-86,49",Otras causas,Otras causas,CAMBIOS INSTITUCIONALES,Última actualización del ejercicio 2023: 30 Junio 2024.
2023,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,313,Honorable Cámara de Diputados de la Nación Argentina,48,Administracion del Edificio del Molino,0,Administracion del Edificio del Molino,Meta,4430,Desarrollo de Actividades Culturales,270,Evento,Suma: el total es la suma de las cantidades,,,3,3,3,3,3,"0,00",-,-,-,Última actualización del ejercicio 2023: 30 Junio 2024.
2023,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,313,Honorable Cámara de Diputados de la Nación Argentina,48,Administracion del Edificio del Molino,0,Administracion del Edificio del Molino,Meta,4677,Difusión del Patrimonio Histórico y Cultural,972,Visita Guiada,Suma: el total es la suma de las cantidades,,,100,100,100,100,100,"0,00",-,-,-,Última actualización del ejercicio 2023: 30 Junio 2024.
2023,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,315,Imprenta del Congreso de la Nación,19,Impresiones y Publicaciones Parlamentarias,0,Impresiones y Publicaciones Parlamentarias,Meta,139,Composición e Impresión de Papelería y Publicaciones Parlamentarias,70,Página,Suma: el total es la suma de las cantidades,120000000,120000000,120000000,15000000,120000000,26664355,84474050,"-29,60",Otras causas,Otras causas,"n el Cuarto trimestre/2023 continuamos con las impresiones para los trabajos Parlamentarios  (ODD-DAE- Senado/Diputados. y Comerciales Vs.   Continuamos con los convenios (Procedimiento- Compra.ar y Interadminstrativos).  Cabe aclarar que en este ultimo trimestre  se imprimieron varios  trabajos que estaban pendientes de impresion ya que varias de las maquinas se encontraban en reparacion , a la espera de los repuestos correspondientes, que son importados y por ende se tardo en adquirirlos.-",Última actualización del ejercicio 2023: 30 Junio 2024.
2023,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,319,Defensoría del Pueblo de la Nación,21,Defensa de los Derechos de los Ciudadanos,0,Defensa de los Derechos de los Ciudadanos,Meta,722,Atención al Público,251,Persona Atendida,Suma: el total es la suma de las cantidades,240000,240000,240000,60000,240000,63169,258361,"7,65",Otras Causas,Otras Causas,Reclamos diveros contra ANSES.,Última actualización del ejercicio 2023: 30 Junio 2024.
2023,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,319,Defensoría del Pueblo de la Nación,21,Defensa de los Derechos de los Ciudadanos,0,Defensa de los Derechos de los Ciudadanos,Meta,1268,Actuaciones de Oficio,30,Caso,Suma: el total es la suma de las cantidades,216,216,216,54,216,72,227,"5,09",Otras Causas,Otras Causas,Reclamos diveros contra ANSES.,Última actualización del ejercicio 2023: 30 Junio 2024.
2023,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,319,Defensoría del Pueblo de la Nación,21,Defensa de los Derechos de los Ciudadanos,0,Defensa de los Derechos de los Ciudadanos,Meta,1269,Recepción de  Quejas Promovidas por los Ciudadanos,30,Caso,Suma: el total es la suma de las cantidades,12000,12000,12000,3000,12000,3034,12253,"2,11",Otras Causas,Otras Causas,Reclamos diveros contra ANSES.,Última actualización del ejercicio 2023: 30 Junio 2024.
2023,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,319,Defensoría del Pueblo de la Nación,21,Defensa de los Derechos de los Ciudadanos,0,Defensa de los Derechos de los Ciudadanos,Meta,3214,Promoción de los Derechos Humanos,2145,Podcast Difundido,Suma: el total es la suma de las cantidades,96,96,96,24,96,24,96,"0,00",-,-,-,Última actualización del ejercicio 2023: 30 Junio 2024.
2023,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,319,Defensoría del Pueblo de la Nación,21,Defensa de los Derechos de los Ciudadanos,0,Defensa de los Derechos de los Ciudadanos,Meta,3778,Promoción de Objetivos de Desarrollo Sostenible,1290,Evento Realizado,Suma: el total es la suma de las cantidades,4,4,4,1,4,1,4,"0,00",-,-,-,Última actualización del ejercicio 2023: 30 Junio 2024.
2023,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,346,Defensoría del Público de Servicios de Comunicación Audiovisual,36,Defensa del Publico de Servicios de Comunicacion Audiovisual,0,Defensa del Publico de Servicios de Comunicacion Audiovisual,Meta,2854,Participación en Audiencias Públicas,583,Participante,Suma: el total es la suma de las cantidades,1200,1200,1200,200,1200,42,339,"-71,75",Otras Causas,Otras Causas,Es un desvío esperable dentro de los parámetros establecidos,Última actualización del ejercicio 2023: 30 Junio 2024.
2023,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,346,Defensoría del Público de Servicios de Comunicación Audiovisual,36,Defensa del Publico de Servicios de Comunicacion Audiovisual,0,Defensa del Publico de Servicios de Comunicacion Audiovisual,Meta,3653,Formación en Derecho a la Comunicación y Derechos de las Audiencias,583,Participante,Suma: el total es la suma de las cantidades,40000,40000,40000,10000,40000,7105,42130,"5,33",Otras Causas,Otras Causas,Es un desvío esperable dentro de los parámetros establecidos,Última actualización del ejercicio 2023: 30 Junio 2024.
2023,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,346,Defensoría del Público de Servicios de Comunicación Audiovisual,36,Defensa del Publico de Servicios de Comunicacion Audiovisual,0,Defensa del Publico de Servicios de Comunicacion Audiovisual,Meta,3795,Monitoreo de Material Audiovisual de Noticieros,1045,Informe Realizado,Suma: el total es la suma de las cantidades,7,7,7,2,7,2,7,"0,00",-,-,-,Última actualización del ejercicio 2023: 30 Junio 2024.
2023,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,346,Defensoría del Público de Servicios de Comunicación Audiovisual,36,Defensa del Publico de Servicios de Comunicacion Audiovisual,0,Defensa del Publico de Servicios de Comunicacion Audiovisual,Meta,4129,Orientación de Atención Ciudadana en materia de Servicios Audiovisuales,2043,Dictamen Jurídico,Suma: el total es la suma de las cantidades,240,240,240,60,240,69,267,"11,25",Otras Causas,Otras Causas,La diferencia entre lo programado y lo ejecutado se justifica debido a las variaciones  cuantitativas no previsibles de reclamos y denuncias recibidas por parte del público de los servicios de comunicación audiovisual ante el organismo,Última actualización del ejercicio 2023: 30 Junio 2024.
